transaction_id,from_account,to_account,amount,timestamp,channel,is_fraud,hour,day_of_week,is_weekend,is_night,amount_log,prev_txn_time,seconds_since_last_txn,days_since_last_txn,repeat_amount_count,unique_counterparties,transaction_patterns,txn_risk_score,avg_amt_7d,std_amt_7d,tx_count_7d
TX000373,ACC013,ACC028,1200,46:24.7,IMPS,0,12,3,0,0,7.090909822,13:24.7,41580,0.48125,10,21,['RECURRING_PATTERN'],0.15,37485.71429,43811.3923,7
TX000268,ACC005,ACC047,500,17:24.7,CARD,0,13,3,0,0,6.216606101,22:24.7,10500,0.121527778,4,17,[],0,66587.5,113503.322,8
TX000917,ACC041,ACC022,500,34:24.7,UPI,0,13,3,0,0,6.216606101,26:24.7,40080,0.463888889,3,18,[],0,11580,21550.22042,5
TX000761,ACC037,ACC019,100000,07:24.7,CARD,0,15,3,0,0,11.51293546,38:24.7,26940,0.311805556,2,20,['ROUND_NUMBER_TXN'],0.15,49750,41722.5958,6
TX000196,ACC001,ACC042,5000,03:24.7,IMPS,0,16,3,0,0,8.517393171,57:24.7,57960,0.670833333,1,23,[],0,35250,38151.99864,6
TX000027,ACC006,ACC030,10000,08:24.7,CARD,0,16,3,0,0,9.210440367,47:24.7,40860,0.472916667,3,22,['ROUND_NUMBER_TXN'],0.15,69366.66667,96183.19327,6
TX000120,ACC036,ACC012,48000,04:24.7,CARD,0,17,3,0,0,10.77897712,57:24.7,144420,1.671527778,2,15,['SMURFING_NEAR_THRESHOLD'],0.15,27000,25416.53005,4
TX000312,ACC007,ACC027,100000,18:24.7,IMPS,1,17,3,0,0,11.51293546,44:24.7,84840,0.981944444,1,27,['ROUND_NUMBER_TXN'],0.15,43875,42525.2376,4
TX000218,ACC007,ACC028,5000,24:24.7,CARD,0,17,3,0,0,8.517393171,18:24.7,360,0.004166667,2,27,['RAPID_FUND_MOVEMENT'],0.15,36100,40725.29926,5
TX000485,ACC032,ACC032,48000,41:24.7,UPI,0,20,3,0,0,10.77897712,10:24.7,131460,1.521527778,3,16,['SMURFING_NEAR_THRESHOLD'],0.15,53500,24736.61254,6
TX000313,ACC043,ACC040,50000,05:24.7,IMPS,0,21,3,0,0,10.81979828,03:24.7,39720,0.459722222,2,15,['ROUND_NUMBER_TXN'],0.15,24925,27812.87172,4
TX000242,ACC013,ACC018,1200,18:24.7,CARD,0,22,3,0,0,7.090909822,46:24.7,34320,0.397222222,10,21,['RECURRING_PATTERN'],0.15,32950,42541.91211,8
TX000011,ACC027,ACC022,250000,40:24.7,UPI,1,22,3,0,0,12.4292202,30:24.7,47400,0.548611111,4,22,[],0,46742.85714,90445.81909,7
TX000080,ACC046,ACC050,1200,28:24.7,CARD,0,0,4,0,1,7.090909822,01:24.7,84420,0.977083333,3,15,[],0,51240,48473.58043,5
TX000192,ACC034,ACC028,100000,46:24.7,CARD,0,0,4,0,1,11.51293546,28:24.7,73080,0.845833333,1,17,['ROUND_NUMBER_TXN'],0.15,40300,45111.26984,4
TX000251,ACC012,ACC009,1200,07:24.7,CARD,0,2,4,0,1,7.090909822,33:24.7,156840,1.815277778,4,19,[],0,49940,49587.47826,5
TX000248,ACC001,ACC015,50000,12:24.7,IMPS,0,2,4,0,1,10.81979828,03:24.7,36540,0.422916667,2,23,['ROUND_NUMBER_TXN'],0.15,37357.14286,35271.22799,7
TX000545,ACC039,ACC044,50000,46:24.7,UPI,0,2,4,0,1,10.81979828,36:24.7,191400,2.215277778,1,17,['ROUND_NUMBER_TXN'],0.15,21666.66667,24664.41431,3
TX000882,ACC037,ACC023,1200,59:24.7,IMPS,0,2,4,0,1,7.090909822,07:24.7,42720,0.494444444,4,20,[],0,42814.28571,42277.35519,7
TX000007,ACC012,ACC020,1200,30:24.7,CARD,0,3,4,0,1,7.090909822,07:24.7,4980,0.057638889,4,19,[],0,41816.66667,48611.37384,6
TX000222,ACC037,ACC034,25000,32:24.7,UPI,0,3,4,0,1,10.1266711,59:24.7,1980,0.022916667,7,20,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,40587.5,39644.72357,8
TX000899,ACC034,ACC047,500,57:24.7,CARD,0,3,4,0,1,6.216606101,46:24.7,11460,0.132638889,2,17,[],0,32340,42931.08431,5
TX000963,ACC024,ACC044,48000,06:24.7,CARD,0,4,4,0,1,10.77897712,50:24.7,148560,1.719444444,4,18,['SMURFING_NEAR_THRESHOLD'],0.15,149000,142835.5698,2
TX000495,ACC047,ACC019,100000,29:24.7,CARD,0,5,4,0,1,11.51293546,17:24.7,119520,1.383333333,3,14,['ROUND_NUMBER_TXN'],0.15,50000,43301.27019,3
TX000310,ACC016,ACC039,250000,18:24.7,UPI,0,6,4,0,0,12.4292202,41:24.7,347820,4.025694444,5,17,['RECURRING_PATTERN'],0.15,175000,106066.0172,2
TX000797,ACC036,ACC047,25000,22:24.7,IMPS,0,6,4,0,0,10.1266711,04:24.7,47880,0.554166667,2,15,['ROUND_NUMBER_TXN'],0.15,26600,22029.52564,5
TX000232,ACC025,ACC003,1200,31:24.7,UPI,0,6,4,0,0,7.090909822,31:24.7,190800,2.208333333,5,10,['RECURRING_PATTERN'],0.15,87066.66667,141172.9908,3
TX000898,ACC005,ACC050,5000,29:24.7,UPI,0,7,4,0,0,8.517393171,17:24.7,65520,0.758333333,2,17,[],0,59744.44444,108139.1478,9
TX000941,ACC028,ACC002,100000,36:24.7,CARD,0,7,4,0,0,11.51293546,51:24.7,71100,0.822916667,5,19,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,92240,100075.4116,5
TX000465,ACC017,ACC026,1200,22:24.7,UPI,0,8,4,0,0,7.090909822,0,999999,11.5740625,5,15,['RECURRING_PATTERN'],0.15,1200,0,1
TX000388,ACC048,ACC049,500,06:24.7,CARD,0,9,4,0,0,6.216606101,31:24.7,149700,1.732638889,1,17,[],0,4175,4357.656098,4
TX000118,ACC025,ACC007,1200,48:24.7,CARD,0,9,4,0,0,7.090909822,31:24.7,11820,0.136805556,5,10,['RECURRING_PATTERN'],0.15,65600,123003.3062,4
TX000825,ACC012,ACC033,50000,57:24.7,IMPS,0,9,4,0,0,10.81979828,30:24.7,23220,0.26875,1,19,['ROUND_NUMBER_TXN'],0.15,42985.71429,44483.57107,7
TX000973,ACC034,ACC003,10000,01:24.7,UPI,0,10,4,0,0,9.210440367,57:24.7,21840,0.252777778,4,17,['ROUND_NUMBER_TXN'],0.15,28616.66667,39466.96931,6
TX000604,ACC011,ACC001,500,09:24.7,IMPS,0,10,4,0,0,6.216606101,51:24.7,94680,1.095833333,3,17,[],0,19500,25134.63746,3
TX000974,ACC047,ACC031,48000,23:24.7,UPI,0,10,4,0,0,10.77897712,29:24.7,17640,0.204166667,2,14,['SMURFING_NEAR_THRESHOLD'],0.15,49500,35369.47837,4
TX000167,ACC015,ACC031,1200,29:24.7,IMPS,0,10,4,0,0,7.090909822,24:24.7,241500,2.795138889,3,16,[],0,125600,175928.1672,2
TX000464,ACC029,ACC014,100000,48:24.7,UPI,0,10,4,0,0,11.51293546,09:24.7,272340,3.152083333,4,14,['ROUND_NUMBER_TXN'],0.15,75300,49400,4
TX000193,ACC050,ACC036,1200,05:24.7,UPI,0,11,4,0,0,7.090909822,30:24.7,156900,1.815972222,1,15,[],0,850,494.9747468,2
TX000460,ACC039,ACC001,48000,31:24.7,UPI,0,12,4,0,0,10.77897712,46:24.7,35100,0.40625,2,17,['SMURFING_NEAR_THRESHOLD'],0.15,28250,24060.68716,4
TX000792,ACC028,ACC008,5000,51:24.7,IMPS,0,12,4,0,0,8.517393171,36:24.7,18900,0.21875,2,19,[],0,77700,96335.55937,6
TX000781,ACC031,ACC032,100000,04:24.7,CARD,0,14,4,0,0,11.51293546,31:24.7,174780,2.022916667,6,17,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,107385.7143,105498.6955,7
TX000526,ACC001,ACC038,1200,15:24.7,CARD,0,15,4,0,0,7.090909822,12:24.7,46980,0.54375,5,23,['RECURRING_PATTERN'],0.15,32837.5,35067.85005,8
TX000712,ACC034,ACC014,250000,12:24.7,UPI,0,16,4,0,0,12.4292202,01:24.7,22260,0.257638889,1,17,[],0,60242.85714,91101.84515,7
TX000817,ACC017,ACC043,1200,25:24.7,IMPS,0,17,4,0,0,7.090909822,22:24.7,32580,0.377083333,5,15,['RECURRING_PATTERN'],0.15,1200,0,2
TX000529,ACC018,ACC010,50000,10:24.7,CARD,0,18,4,0,0,10.81979828,17:24.7,154380,1.786805556,3,13,['ROUND_NUMBER_TXN'],0.15,116000,116051.7126,3
TX000405,ACC006,ACC020,100000,52:24.7,UPI,0,18,4,0,0,11.51293546,08:24.7,96240,1.113888889,3,22,['ROUND_NUMBER_TXN'],0.15,73742.85714,88562.95044,7
TX000033,ACC002,ACC008,25000,17:24.7,CARD,0,20,4,0,0,10.1266711,58:24.7,224340,2.596527778,4,12,['ROUND_NUMBER_TXN'],0.15,36600,39627.01099,5
TX000689,ACC022,ACC008,250000,32:24.7,IMPS,1,21,4,0,0,12.4292202,24:24.7,234480,2.713888889,3,12,[],0,140000,128062.4847,4
TX000323,ACC018,ACC010,25000,48:24.7,IMPS,0,21,4,0,0,10.1266711,10:24.7,13080,0.151388889,1,13,['ROUND_NUMBER_TXN'],0.15,93250,105113.8272,4
TX000936,ACC015,ACC028,250000,29:24.7,UPI,0,22,4,0,0,12.4292202,29:24.7,43200,0.5,5,16,['RECURRING_PATTERN'],0.15,167066.6667,143644.747,3
TX000243,ACC015,ACC036,1200,59:24.7,CARD,0,22,4,0,0,7.090909822,29:24.7,1800,0.020833333,3,16,[],0,125600,143644.747,4
TX000700,ACC015,ACC041,100000,59:24.7,UPI,0,23,4,0,1,11.51293546,59:24.7,3600,0.041666667,1,16,['ROUND_NUMBER_TXN'],0.15,120480,124925.7059,5
TX000937,ACC048,ACC024,48000,36:24.7,IMPS,0,0,5,1,1,10.77897712,06:24.7,55800,0.645833333,2,17,['SMURFING_NEAR_THRESHOLD'],0.15,12940,19959.1583,5
TX000606,ACC036,ACC024,100000,08:24.7,CARD,0,1,5,1,1,11.51293546,22:24.7,67560,0.781944444,2,15,['ROUND_NUMBER_TXN'],0.15,38833.33333,35863.16588,6
TX000759,ACC031,ACC041,1200,24:24.7,CARD,0,1,5,1,1,7.090909822,04:24.7,40800,0.472222222,4,17,[],0,94112.5,104639.4004,8
TX000698,ACC028,ACC037,100000,27:24.7,UPI,1,1,5,1,1,11.51293546,51:24.7,45360,0.525,5,19,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,80885.71429,88344.91928,7
TX000856,ACC048,ACC032,250000,58:24.7,UPI,0,1,5,1,1,12.4292202,36:24.7,4920,0.056944444,2,17,[],0,52450,98412.06735,6
TX000146,ACC015,ACC027,1200,03:24.7,UPI,0,2,5,1,1,7.090909822,59:24.7,7440,0.086111111,3,16,[],0,100600,121886.964,6
TX000045,ACC011,ACC002,10000,13:24.7,IMPS,0,3,5,1,1,9.210440367,09:24.7,61440,0.711111111,3,17,['ROUND_NUMBER_TXN'],0.15,17125,21064.87993,4
TX000951,ACC035,ACC011,25000,18:24.7,CARD,0,3,5,1,1,10.1266711,02:24.7,260160,3.011111111,3,19,['ROUND_NUMBER_TXN'],0.15,74840,99906.59638,5
TX000987,ACC046,ACC014,10000,02:24.7,UPI,0,4,5,1,1,9.210440367,28:24.7,99240,1.148611111,2,15,['ROUND_NUMBER_TXN'],0.15,44366.66667,46510.2856,6
TX000652,ACC012,ACC012,100000,01:24.7,CARD,1,6,5,1,0,11.51293546,57:24.7,72240,0.836111111,6,19,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,50112.5,45852.29197,8
TX000787,ACC046,ACC013,10000,16:24.7,CARD,0,6,5,1,0,9.210440367,02:24.7,8040,0.093055556,2,15,['ROUND_NUMBER_TXN'],0.15,39457.14286,44400.40755,7
TX000277,ACC044,ACC048,10000,17:24.7,CARD,0,6,5,1,0,9.210440367,07:24.7,162600,1.881944444,5,19,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,132000,112338.7734,5
TX000544,ACC011,ACC019,50000,28:24.7,CARD,0,6,5,1,0,10.81979828,13:24.7,11700,0.135416667,2,17,['ROUND_NUMBER_TXN'],0.15,23700,23429.68203,5
TX000394,ACC014,ACC037,5000,36:24.7,UPI,0,6,5,1,0,8.517393171,49:24.7,197220,2.282638889,1,15,[],0,63000,50695.16742,5
TX000342,ACC047,ACC023,1200,32:24.7,IMPS,0,7,5,1,0,7.090909822,23:24.7,76140,0.88125,1,14,[],0,39840,37481.0352,5
TX000375,ACC041,ACC049,100000,57:24.7,CARD,0,8,5,1,0,11.51293546,34:24.7,156180,1.807638889,3,18,['ROUND_NUMBER_TXN'],0.15,26316.66667,40921.21292,6
TX000371,ACC034,ACC021,5000,24:24.7,CARD,0,9,5,1,0,8.517393171,12:24.7,61920,0.716666667,3,17,[],0,53337.5,86575.79565,8
TX000976,ACC049,ACC009,500,53:24.7,UPI,0,10,5,1,0,6.216606101,26:24.7,271620,3.14375,3,18,[],0,91833.33333,137523.0284,3
TX000423,ACC041,ACC043,1200,59:24.7,UPI,0,11,5,1,0,7.090909822,57:24.7,10920,0.126388889,5,18,['RECURRING_PATTERN'],0.15,22728.57143,38543.16689,7
TX000628,ACC011,ACC027,50000,18:24.7,UPI,0,12,5,1,0,10.81979828,28:24.7,21000,0.243055556,2,17,['ROUND_NUMBER_TXN'],0.15,28083.33333,23546.58503,6
TX000220,ACC004,ACC035,250000,23:24.7,UPI,0,14,5,1,0,12.4292202,54:24.7,221340,2.561805556,4,17,[],0,151250,120441.8947,4
TX000600,ACC015,ACC008,10000,54:24.7,UPI,0,14,5,1,0,9.210440367,03:24.7,46260,0.535416667,1,16,['ROUND_NUMBER_TXN'],0.15,87657.14286,116417.279,7
TX000623,ACC024,ACC047,50000,03:24.7,UPI,0,15,5,1,0,10.81979828,06:24.7,125820,1.45625,3,18,['ROUND_NUMBER_TXN'],0.15,116000,116051.7126,3
TX000666,ACC011,ACC023,5000,29:24.7,CARD,0,15,5,1,0,8.517393171,18:24.7,11460,0.132638889,1,17,[],0,24785.71429,23198.1629,7
TX000173,ACC008,ACC047,250000,46:24.7,CARD,0,15,5,1,0,12.4292202,0,999999,11.5740625,3,20,[],0,250000,0,1
TX000622,ACC010,ACC017,5000,23:24.7,UPI,0,16,5,1,0,8.517393171,20:24.7,252180,2.91875,3,17,[],0,19333.33333,24826.06158,3
TX000129,ACC049,ACC011,25000,58:24.7,UPI,0,17,5,1,0,10.1266711,53:24.7,25500,0.295138889,7,18,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,75125,117154.0119,4
TX000883,ACC021,ACC026,25000,02:24.7,CARD,0,18,5,1,0,10.1266711,18:24.7,247440,2.863888889,4,18,['ROUND_NUMBER_TXN'],0.15,90000,94538.35201,5
TX000928,ACC041,ACC010,500,25:24.7,CARD,0,19,5,1,0,6.216606101,59:24.7,26760,0.309722222,3,18,[],0,19950,36539.21572,8
TX000573,ACC031,ACC042,25000,23:24.7,CARD,0,20,5,1,0,10.1266711,24:24.7,68340,0.790972222,1,17,['ROUND_NUMBER_TXN'],0.15,86433.33333,100555.7308,9
TX000593,ACC003,ACC045,25000,41:24.7,IMPS,0,20,5,1,0,10.1266711,47:24.7,366840,4.245833333,4,14,['ROUND_NUMBER_TXN'],0.15,25080,23910.49979,5
TX000845,ACC042,ACC018,10000,50:24.7,UPI,0,20,5,1,0,9.210440367,18:24.7,232320,2.688888889,5,14,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,130000,169705.6275,2
TX000763,ACC037,ACC029,25000,09:24.7,CARD,0,21,5,1,0,10.1266711,32:24.7,149820,1.734027778,7,20,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,38855.55556,37446.46549,9
TX000572,ACC030,ACC041,5000,48:24.7,UPI,0,21,5,1,0,8.517393171,55:24.7,208380,2.411805556,1,12,[],0,11340,12586.8185,5
TX000649,ACC046,ACC039,500,15:24.7,UPI,0,22,5,1,0,6.216606101,16:24.7,57540,0.665972222,2,15,[],0,34587.5,43352.91842,8
TX000151,ACC035,ACC022,5000,26:24.7,CARD,0,22,5,1,0,8.517393171,18:24.7,68880,0.797222222,1,19,[],0,63200,93797.65455,6
TX000801,ACC016,ACC034,5000,29:24.7,CARD,0,23,5,1,1,8.517393171,18:24.7,148260,1.715972222,3,17,[],0,118333.3333,123524.6264,3
TX000608,ACC014,ACC026,50000,32:24.7,IMPS,0,23,5,1,1,10.81979828,36:24.7,60960,0.705555556,2,15,['ROUND_NUMBER_TXN'],0.15,60833.33333,45652.67426,6
TX000338,ACC007,ACC023,10000,51:24.7,UPI,0,23,5,1,1,9.210440367,24:24.7,196020,2.26875,2,27,['ROUND_NUMBER_TXN'],0.15,31750,37952.27266,6
TX000755,ACC046,ACC049,500,20:24.7,IMPS,0,0,6,1,1,6.216606101,15:24.7,7500,0.086805556,2,15,[],0,30800,42114.69459,9
TX000225,ACC027,ACC028,25000,29:24.7,IMPS,0,0,6,1,1,10.1266711,40:24.7,179340,2.075694444,8,22,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,44025,84088.67343,8
TX000940,ACC007,ACC011,25000,15:24.7,UPI,0,1,6,1,1,10.1266711,51:24.7,5040,0.058333333,7,27,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,30785.71429,34739.33547,7
TX000001,ACC039,ACC030,25000,22:24.7,UPI,0,1,6,1,1,10.1266711,31:24.7,132660,1.535416667,2,17,['ROUND_NUMBER_TXN'],0.15,27600,20887.79548,5
TX000614,ACC001,ACC023,48000,32:24.7,IMPS,0,1,6,1,1,10.77897712,15:24.7,123420,1.428472222,4,23,['SMURFING_NEAR_THRESHOLD'],0.15,34522.22222,33190.05038,9
TX000870,ACC008,ACC031,50000,33:24.7,UPI,0,1,6,1,1,10.81979828,46:24.7,35220,0.407638889,2,20,['ROUND_NUMBER_TXN'],0.15,150000,141421.3562,2
TX000051,ACC037,ACC016,50000,17:24.7,UPI,1,2,6,1,1,10.81979828,09:24.7,18480,0.213888889,1,20,['ROUND_NUMBER_TXN'],0.15,39970,35480.32475,10
TX000134,ACC001,ACC006,25000,27:24.7,CARD,0,2,6,1,1,10.1266711,32:24.7,3300,0.038194444,2,23,['ROUND_NUMBER_TXN'],0.15,33570,31436.42791,10
TX000939,ACC001,ACC033,10000,27:24.7,UPI,0,3,6,1,1,9.210440367,27:24.7,3600,0.041666667,3,23,['ROUND_NUMBER_TXN'],0.15,31427.27273,30658.24819,11
TX000095,ACC026,ACC022,5000,32:24.7,UPI,0,3,6,1,1,8.517393171,36:24.7,248160,2.872222222,2,14,[],0,73000,93359.52014,6
TX000398,ACC006,ACC021,1200,32:24.7,UPI,0,4,6,1,1,7.090909822,52:24.7,121200,1.402777778,7,22,['RECURRING_PATTERN'],0.15,64675,85911.1127,8
TX000265,ACC011,ACC029,10000,11:24.7,CARD,0,6,6,1,0,9.210440367,29:24.7,52920,0.6125,3,17,['ROUND_NUMBER_TXN'],0.15,22937.5,22104.35881,8
TX000237,ACC040,ACC030,48000,12:24.7,IMPS,0,6,6,1,0,10.77897712,24:24.7,373680,4.325,2,17,['SMURFING_NEAR_THRESHOLD'],0.15,49000,1414.213562,2
TX000557,ACC015,ACC006,250000,45:24.7,CARD,0,6,6,1,0,12.4292202,54:24.7,57060,0.660416667,5,16,['RECURRING_PATTERN'],0.15,107950,122111.6,8
TX000788,ACC007,ACC045,25000,55:24.7,IMPS,0,6,6,1,0,10.1266711,15:24.7,20400,0.236111111,7,27,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,30062.5,32227.35916,8
TX000745,ACC006,ACC026,50000,04:24.7,CARD,1,7,6,1,0,10.81979828,32:24.7,9120,0.105555556,3,22,['ROUND_NUMBER_TXN'],0.15,63044.44444,80511.22765,9
TX000826,ACC049,ACC044,48000,07:24.7,UPI,1,7,6,1,0,10.77897712,58:24.7,47340,0.547916667,6,18,"['SMURFING_NEAR_THRESHOLD', 'RECURRING_PATTERN']",0.3,69700,102180.9669,5
TX000570,ACC026,ACC010,100000,09:24.7,UPI,0,7,6,1,0,11.51293546,32:24.7,13020,0.150694444,2,14,['ROUND_NUMBER_TXN'],0.15,76857.14286,85834.0037,7
TX000892,ACC006,ACC035,250000,16:24.7,UPI,0,7,6,1,0,12.4292202,04:24.7,720,0.008333333,3,22,['RAPID_FUND_MOVEMENT'],0.15,81740,96213.65345,10
TX000642,ACC016,ACC047,250000,28:24.7,UPI,1,8,6,1,0,12.4292202,29:24.7,32340,0.374305556,5,17,['RECURRING_PATTERN'],0.15,151250,120441.8947,4
TX000633,ACC016,ACC029,50000,01:24.7,IMPS,0,10,6,1,0,10.81979828,28:24.7,5580,0.064583333,3,17,['ROUND_NUMBER_TXN'],0.15,131000,113710.1579,5
TX000258,ACC007,ACC010,48000,54:24.7,IMPS,0,11,6,1,0,10.77897712,55:24.7,17940,0.207638889,2,27,['SMURFING_NEAR_THRESHOLD'],0.15,32055.55556,30733.17064,9
TX000034,ACC019,ACC039,48000,21:24.7,UPI,1,12,6,1,0,10.77897712,31:24.7,258600,2.993055556,2,20,['SMURFING_NEAR_THRESHOLD'],0.15,92750,105392.5203,4
TX000620,ACC012,ACC039,48000,52:24.7,CARD,0,12,6,1,0,10.77897712,01:24.7,111060,1.285416667,5,19,"['SMURFING_NEAR_THRESHOLD', 'RECURRING_PATTERN']",0.3,49877.77778,42896.67172,9
TX000070,ACC033,ACC045,500,55:24.7,CARD,0,12,6,1,0,6.216606101,38:24.7,353820,4.095138889,2,14,[],0,86833.33333,141386.2912,3
TX000135,ACC043,ACC037,5000,59:24.7,CARD,0,12,6,1,0,8.517393171,05:24.7,230040,2.6625,4,15,[],0,20940,25682.05599,5
TX000502,ACC047,ACC026,5000,25:24.7,IMPS,0,14,6,1,0,8.517393171,32:24.7,111180,1.286805556,1,14,[],0,34033.33333,36416.57132,6
TX000066,ACC004,ACC027,5000,49:24.7,IMPS,0,14,6,1,0,8.517393171,23:24.7,87960,1.018055556,2,17,[],0,122000,123115.7991,5
TX000919,ACC008,ACC017,500,15:24.7,IMPS,0,15,6,1,0,6.216606101,33:24.7,49320,0.570833333,2,20,[],0,100166.6667,132098.7636,3
TX000553,ACC031,ACC048,100000,49:24.7,CARD,0,16,6,1,0,11.51293546,23:24.7,73560,0.851388889,6,17,"['ROUND_NUMBER_TXN', 'RECURRING_PATTERN']",0.3,69766.66667,80484.19099,9
TX000696,ACC006,ACC028,1200,13:24.7,UPI,0,17,6,1,0,7.090909822,16:24.7,35820,0.414583333,7,22,['RECURRING_PATTERN'],0.15,74418.18182,94451.36122,11
TX000224,ACC023,ACC038,50000,16:24.7,IMPS,0,17,6,1,0,10.81979828,52:24.7,512640,5.933333333,2,16,['ROUND_NUMBER_TXN'],0.15,25400,24402.45889,3
TX000379,ACC005,ACC021,50000,35:24.7,IMPS,1,17,6,1,0,10.81979828,29:24.7,209160,2.420833333,4,17,['ROUND_NUMBER_TXN'],0.15,65166.66667,106039.7921,9
TX000542,ACC036,ACC042,100000,45:24.7,CARD,0,17,6,1,0,11.51293546,08:24.7,146220,1.692361111,2,15,['ROUND_NUMBER_TXN'],0.15,54666.66667,38790.03308,6
TX000830,ACC042,ACC022,50000,13:24.7,IMPS,0,18,6,1,0,10.81979828,50:24.7,76980,0.890972222,2,14,['ROUND_NUMBER_TXN'],0.15,103333.3333,128582.0101,3
TX000612,ACC014,ACC042,500,28:24.7,UPI,0,20,6,1,0,6.216606101,32:24.7,75360,0.872222222,2,15,[],0,52214.28571,47506.01466,7
TX000178,ACC050,ACC015,48000,26:24.7,CARD,0,21,6,1,0,10.77897712,05:24.7,210060,2.43125,3,15,['SMURFING_NEAR_THRESHOLD'],0.15,16566.66667,27224.31511,3
TX000762,ACC045,ACC026,250000,58:24.7,UPI,1,21,6,1,0,12.4292202,44:24.7,558840,6.468055556,3,17,[],0,85400,142560.4433,3
TX000834,ACC023,ACC019,500,07:24.7,UPI,0,22,6,1,0,6.216606101,16:24.7,17460,0.202083333,2,16,[],0,19175,23494.4497,4
TX000701,ACC036,ACC007,10000,29:24.7,IMPS,0,23,6,1,1,9.210440367,45:24.7,20640,0.238888889,2,15,['ROUND_NUMBER_TXN'],0.15,48285.71429,39228.87663,7
TX000059,ACC022,ACC020,250000,04:24.7,CARD,1,0,0,0,1,12.4292202,32:24.7,181920,2.105555556,3,12,[],0,190000,120000,4
TX000938,ACC032,ACC043,500,38:24.7,CARD,0,1,0,0,1,6.216606101,41:24.7,277020,3.20625,2,16,[],0,49416.66667,31483.99064,6
TX000984,ACC017,ACC049,25000,03:24.7,UPI,0,2,0,0,1,10.1266711,25:24.7,203880,2.359722222,3,15,['ROUND_NUMBER_TXN'],0.15,9133.333333,13740.93641,3
TX000838,ACC027,ACC028,50000,31:24.7,UPI,0,2,0,0,1,10.81979828,29:24.7,93720,1.084722222,1,22,['ROUND_NUMBER_TXN'],0.15,44688.88889,78682.96265,9
TX000675,ACC040,ACC042,250000,53:24.7,IMPS,0,2,0,0,1,12.4292202,12:24.7,74460,0.861805556,3,17,[],0,116000,116051.7126,3
TX000996,ACC040,ACC047,1200,33:24.7,CARD,0,3,0,0,1,7.090909822,53:24.7,2400,0.027777778,3,17,[],0,87300,110785.4984,4
TX000050,ACC005,ACC018,50000,41:24.7,UPI,0,3,0,0,1,10.81979828,35:24.7,36360,0.420833333,4,17,['ROUND_NUMBER_TXN'],0.15,63650,100090.2509,10
TX000025,ACC009,ACC032,500,48:24.7,CARD,0,4,0,0,1,6.216606101,27:24.7,375660,4.347916667,3,23,[],0,5125,3881.043674,4
TX000329,ACC032,ACC036,1200,20:24.7,CARD,0,5,0,0,1,7.090909822,38:24.7,13320,0.154166667,2,16,[],0,42528.57143,34031.68692,7
TX000911,ACC018,ACC029,48000,30:24.7,CARD,0,5,0,0,1,10.77897712,48:24.7,200520,2.320833333,3,13,['SMURFING_NEAR_THRESHOLD'],0.15,93250,105113.8272,4
TX000674,ACC003,ACC021,48000,34:24.7,IMPS,0,5,0,0,1,10.77897712,41:24.7,118380,1.370138889,2,14,['SMURFING_NEAR_THRESHOLD'],0.15,30550,22369.84578,4
TX000583,ACC033,ACC026,48000,49:24.7,CARD,0,5,0,0,1,10.77897712,55:24.7,60840,0.704166667,3,14,['SMURFING_NEAR_THRESHOLD'],0.15,77125,117062.9282,4
TX000621,ACC049,ACC049,50000,23:24.7,IMPS,0,6,0,0,0,10.81979828,07:24.7,83760,0.969444444,1,18,['ROUND_NUMBER_TXN'],0.15,66416.66667,91746.61665,6
TX000554,ACC001,ACC042,1200,23:24.7,UPI,0,6,0,0,0,7.090909822,27:24.7,96960,1.122222222,5,23,['RECURRING_PATTERN'],0.15,28908.33333,30506.07863,12
TX000989,ACC028,ACC019,5000,49:24.7,IMPS,0,6,0,0,0,8.517393171,27:24.7,192120,2.223611111,2,19,[],0,71400,86079.49814,8
TX000783,ACC006,ACC019,48000,10:24.7,IMPS,0,7,0,0,0,10.77897712,13:24.7,50220,0.58125,4,22,['SMURFING_NEAR_THRESHOLD'],0.15,72216.66667,90378.17348,12
TX000308,ACC010,ACC008,100000,43:24.7,UPI,1,7,0,0,0,11.51293546,23:24.7,141600,1.638888889,2,17,['ROUND_NUMBER_TXN'],0.15,39500,45140.52134,4
TX000136,ACC025,ACC037,250000,49:24.7,UPI,0,8,0,0,0,12.4292202,48:24.7,255660,2.959027778,3,10,[],0,102480,134714.6317,5
