transaction_id,from_account,to_account,amount,timestamp,channel,is_fraud,sender_country,receiver_country,login_country,registered_country,hour,day_of_week,is_weekend,is_night,amount_log,prev_txn_time,seconds_since_last_txn,days_since_last_txn,repeat_amount_count,unique_counterparties,prev_time,DORMANT_ACCOUNT_ACTIVATION,SUDDEN_DEPOSIT_WITHDRAWAL,SMURFING,RAPID_FUND_MOVEMENT,ROUND_NUMBER_TXN,NIGHT_TXN,CROSS_BORDER,GEO_ANOMALY,RECURRENT_PATTERN,KYC_MISMATCH,account_id,declared_income,DETECTED_PATTERNS,TXN_RISK_SCORE,ALERT_PRIORITY
TX000537,ACC0074,ACC0016,25000.0,2025-05-25 05:50:30,UPI,0,India,India,India,India,5,6,1,1,10.12667110305036,2025-05-18 09:06:31,593039.0,6.863877314814815,4,23,2025-05-18 09:06:31,0,0,0,0,1,1,0,0,0,0,ACC0074,1386846,"['ROUND_NUMBER_TXN', 'NIGHT_TXN']",0.3,MEDIUM
TX006824,ACC0104,ACC0252,20000.0,2025-05-25 07:31:35,CARD,1,UK,UK,USA,UK,7,6,1,0,9.90353755128617,2025-05-24 06:41:31,89404.0,1.0347685185185185,2,22,2025-05-24 06:41:31,0,0,0,0,0,0,0,1,0,0,ACC0104,228677,['GEO_ANOMALY'],0.25,LOW
TX005146,ACC0089,ACC0194,50000.0,2025-05-25 07:42:33,CARD,1,UK,India,UK,UK,7,6,1,0,10.819798284210286,2025-05-22 16:30:32,227521.0,2.6333449074074076,3,16,2025-05-22 16:30:32,0,0,0,0,1,0,1,0,0,0,ACC0089,1072780,"['ROUND_NUMBER_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX005147,ACC0194,ACC0133,50000.0,2025-05-25 07:43:33,CARD,1,India,UK,India,India,7,6,1,0,10.819798284210286,2025-05-19 15:35:30,490083.0,5.672256944444444,2,17,2025-05-19 15:35:30,0,0,0,0,1,0,1,0,0,0,ACC0194,1159823,"['ROUND_NUMBER_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX006746,ACC0208,ACC0111,20000.0,2025-05-25 08:28:34,IMPS,1,India,India,UK,India,8,6,1,0,9.90353755128617,2025-05-22 19:25:33,219781.0,2.543761574074074,1,24,2025-05-22 19:25:33,0,0,0,0,0,0,0,1,0,0,ACC0208,530312,['GEO_ANOMALY'],0.25,LOW
TX000762,ACC0005,ACC0049,500.0,2025-05-25 08:34:31,UPI,0,USA,India,USA,USA,8,6,1,0,6.2166061010848646,2025-04-14 02:22:32,3564719.0,41.25832175925926,6,17,2025-04-14 02:22:32,0,0,0,0,0,0,1,0,1,0,ACC0005,291122,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX004268,ACC0184,ACC0022,500.0,2025-05-25 09:55:33,IMPS,0,UK,India,UK,UK,9,6,1,0,6.2166061010848646,2025-05-21 13:49:31,331562.0,3.837523148148148,2,19,2025-05-21 13:49:31,0,0,0,0,0,0,1,0,0,0,ACC0184,1031424,['CROSS_BORDER'],0.25,LOW
TX006890,ACC0177,ACC0067,20000.0,2025-05-25 12:36:35,CARD,1,India,UK,UK,India,12,6,1,0,9.90353755128617,2025-05-14 08:07:33,966542.0,11.186828703703704,1,15,2025-05-14 08:07:33,0,0,0,0,0,0,1,1,0,0,ACC0177,1496105,"['CROSS_BORDER', 'GEO_ANOMALY']",0.5,HIGH
TX001867,ACC0051,ACC0013,25000.0,2025-05-25 13:22:31,UPI,0,UK,USA,UK,UK,13,6,1,0,10.12667110305036,2025-05-23 08:26:31,190560.0,2.2055555555555557,6,28,2025-05-23 08:26:31,0,0,0,0,1,0,1,0,1,0,ACC0051,461358,"['ROUND_NUMBER_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX003886,ACC0033,ACC0164,12000.0,2025-05-25 13:36:33,CARD,0,India,USA,India,India,13,6,1,0,9.392745258631441,2025-05-17 23:27:30,655743.0,7.5896180555555555,9,29,2025-05-17 23:27:30,0,0,0,0,0,0,1,0,1,0,ACC0033,1424049,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX003221,ACC0204,ACC0148,25000.0,2025-05-25 14:10:32,CARD,0,USA,India,USA,USA,14,6,1,0,10.12667110305036,2025-04-17 15:16:31,3279241.0,37.95417824074074,2,21,2025-04-17 15:16:31,0,0,0,0,1,0,1,0,0,0,ACC0204,723473,"['ROUND_NUMBER_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX003612,ACC0120,ACC0164,25000.0,2025-05-25 14:18:32,UPI,0,India,USA,India,India,14,6,1,0,10.12667110305036,2025-05-22 17:20:31,248281.0,2.873622685185185,3,18,2025-05-22 17:20:31,0,0,0,0,1,0,1,0,0,0,ACC0120,827371,"['ROUND_NUMBER_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX005893,ACC0185,ACC0013,50000.0,2025-05-25 14:52:34,CARD,1,UK,USA,UK,UK,14,6,1,0,10.819798284210286,2025-05-20 06:30:33,462121.0,5.348622685185185,6,31,2025-05-20 06:30:33,0,0,0,0,1,0,1,0,1,0,ACC0185,407792,"['ROUND_NUMBER_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX005894,ACC0013,ACC0050,50000.0,2025-05-25 14:53:34,CARD,1,USA,USA,USA,USA,14,6,1,0,10.819798284210286,2025-05-23 17:51:31,162123.0,1.876423611111111,9,51,2025-05-23 17:51:31,0,0,0,0,1,0,0,0,1,0,ACC0013,298810,"['ROUND_NUMBER_TXN', 'RECURRENT_PATTERN']",0.35,MEDIUM
TX005895,ACC0050,ACC0058,50000.0,2025-05-25 14:54:34,IMPS,1,USA,USA,USA,USA,14,6,1,0,10.819798284210286,2025-05-08 16:58:35,1461359.0,16.913877314814815,5,50,2025-05-08 16:58:35,0,0,0,0,1,0,0,0,1,0,ACC0050,1329215,"['ROUND_NUMBER_TXN', 'RECURRENT_PATTERN']",0.35,MEDIUM
TX002517,ACC0151,ACC0282,25000.0,2025-05-25 15:25:32,CARD,0,India,India,India,India,15,6,1,0,10.12667110305036,2025-05-06 05:58:31,1675621.0,19.393761574074073,7,25,2025-05-06 05:58:31,0,0,0,0,1,0,0,0,1,0,ACC0151,936149,"['ROUND_NUMBER_TXN', 'RECURRENT_PATTERN']",0.35,MEDIUM
TX000772,ACC0197,ACC0145,12000.0,2025-05-25 15:52:31,CARD,0,UK,UK,UK,UK,15,6,1,0,9.392745258631441,2025-05-09 06:43:34,1415337.0,16.381215277777777,7,19,2025-05-09 06:43:34,0,0,0,0,0,0,0,0,1,0,ACC0197,1010852,['RECURRENT_PATTERN'],0.2,LOW
TX006843,ACC0006,ACC0012,20000.0,2025-05-25 16:58:35,UPI,1,USA,USA,UK,USA,16,6,1,0,9.90353755128617,2025-05-18 11:52:31,623164.0,7.2125462962962965,2,23,2025-05-18 11:52:31,0,0,0,0,0,0,0,1,0,0,ACC0006,1497129,['GEO_ANOMALY'],0.25,LOW
TX001787,ACC0046,ACC0189,500.0,2025-05-25 18:47:31,CARD,0,UK,India,UK,UK,18,6,1,0,6.2166061010848646,2025-05-14 23:31:31,933360.0,10.802777777777777,4,30,2025-05-14 23:31:31,0,0,0,0,0,0,1,0,0,0,ACC0046,677302,['CROSS_BORDER'],0.25,LOW
TX000072,ACC0043,ACC0127,25000.0,2025-05-25 19:25:30,CARD,0,India,USA,India,India,19,6,1,0,10.12667110305036,2025-05-12 00:37:31,1190879.0,13.783321759259259,4,30,2025-05-12 00:37:31,0,0,0,0,1,0,1,0,0,0,ACC0043,524121,"['ROUND_NUMBER_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX003547,ACC0201,ACC0160,25000.0,2025-05-25 20:03:32,UPI,0,India,UK,India,India,20,6,1,0,10.12667110305036,2025-05-19 06:07:33,568559.0,6.5805439814814815,4,19,2025-05-19 06:07:33,0,0,0,0,1,0,1,0,0,0,ACC0201,535516,"['ROUND_NUMBER_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX000534,ACC0209,ACC0226,500.0,2025-05-25 20:11:30,UPI,0,USA,India,USA,USA,20,6,1,0,6.2166061010848646,2025-05-02 22:49:31,1977719.0,22.890266203703703,4,13,2025-05-02 22:49:31,0,0,0,0,0,0,1,0,0,0,ACC0209,1236039,['CROSS_BORDER'],0.25,LOW
TX001532,ACC0255,ACC0118,500.0,2025-05-25 21:50:31,UPI,0,USA,USA,USA,USA,21,6,1,0,6.2166061010848646,2025-05-24 16:19:34,106257.0,1.229826388888889,3,23,2025-05-24 16:19:34,0,0,0,0,0,0,0,0,0,0,ACC0255,1307659,[],0.0,LOW
TX003745,ACC0009,ACC0160,2000.0,2025-05-25 23:28:33,UPI,0,India,UK,India,India,23,6,1,1,7.601402334583733,2025-05-22 13:41:34,294419.0,3.407627314814815,2,21,2025-05-22 13:41:34,0,0,0,0,0,1,1,0,0,0,ACC0009,995775,"['NIGHT_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX000460,ACC0172,ACC0080,25000.0,2025-05-26 00:12:30,IMPS,0,UK,India,UK,UK,0,0,0,1,10.12667110305036,2025-05-23 16:24:34,200876.0,2.3249537037037036,7,33,2025-05-23 16:24:34,0,0,0,0,1,1,1,0,1,0,ACC0172,398193,"['ROUND_NUMBER_TXN', 'NIGHT_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.75,CRITICAL
TX004406,ACC0124,ACC0243,2000.0,2025-05-26 03:24:33,IMPS,0,USA,USA,USA,USA,3,0,0,1,7.601402334583733,2025-04-16 12:53:35,3421858.0,39.60483796296296,8,19,2025-04-16 12:53:35,0,0,0,0,0,1,0,0,1,0,ACC0124,282675,"['NIGHT_TXN', 'RECURRENT_PATTERN']",0.35,MEDIUM
TX001826,ACC0000,ACC0128,12000.0,2025-05-26 06:40:31,CARD,0,USA,UK,USA,USA,6,0,0,0,9.392745258631441,2025-05-18 08:57:33,682978.0,7.904837962962963,5,26,2025-05-18 08:57:33,0,0,0,0,0,0,1,0,1,0,ACC0000,252451,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX000848,ACC0066,ACC0220,2000.0,2025-05-26 08:19:31,IMPS,0,USA,UK,USA,USA,8,0,0,0,7.601402334583733,2025-04-14 07:37:33,3631318.0,42.02914351851852,3,24,2025-04-14 07:37:33,0,0,0,0,0,0,1,0,0,0,ACC0066,1320138,['CROSS_BORDER'],0.25,LOW
TX006580,ACC0082,ACC0109,70000.0,2025-05-26 08:46:34,CARD,1,India,USA,India,India,8,0,0,0,11.156264806643742,2025-05-19 16:44:33,576121.0,6.668067129629629,3,22,2025-05-19 16:44:33,0,0,0,0,0,0,1,0,0,0,ACC0082,1151572,['CROSS_BORDER'],0.25,LOW
TX001164,ACC0170,ACC0114,25000.0,2025-05-26 12:30:31,IMPS,0,USA,India,USA,USA,12,0,0,0,10.12667110305036,2025-05-21 14:42:33,424078.0,4.908310185185186,3,18,2025-05-21 14:42:33,0,0,0,0,1,0,1,0,0,0,ACC0170,561882,"['ROUND_NUMBER_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX004391,ACC0297,ACC0229,25000.0,2025-05-26 13:51:33,UPI,0,India,USA,India,India,13,0,0,0,10.12667110305036,2025-05-23 11:56:34,266099.0,3.079849537037037,3,24,2025-05-23 11:56:34,0,0,0,0,1,0,1,0,0,0,ACC0297,523542,"['ROUND_NUMBER_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX001540,ACC0177,ACC0036,12000.0,2025-05-26 15:32:31,UPI,0,India,India,India,India,15,0,0,0,9.392745258631441,2025-05-25 12:36:35,96956.0,1.1221759259259259,2,15,2025-05-25 12:36:35,0,0,0,0,0,0,0,0,0,0,ACC0177,1496105,[],0.0,LOW
TX006917,ACC0032,ACC0265,20000.0,2025-05-26 16:31:35,UPI,1,USA,India,UK,USA,16,0,0,0,9.90353755128617,2025-05-19 08:38:34,633181.0,7.328483796296296,2,20,2025-05-19 08:38:34,0,0,0,0,0,0,1,1,0,0,ACC0032,693258,"['CROSS_BORDER', 'GEO_ANOMALY']",0.5,HIGH
TX006993,ACC0257,ACC0240,20000.0,2025-05-26 17:49:35,UPI,1,India,USA,USA,India,17,0,0,0,9.90353755128617,2025-05-14 07:50:32,1072743.0,12.416006944444444,3,31,2025-05-14 07:50:32,0,0,0,0,0,0,1,1,0,0,ACC0257,1225146,"['CROSS_BORDER', 'GEO_ANOMALY']",0.5,HIGH
TX006364,ACC0027,ACC0069,70000.0,2025-05-26 17:54:34,CARD,1,India,USA,India,India,17,0,0,0,11.156264806643742,2025-05-10 04:33:32,1430462.0,16.556273148148147,2,22,2025-05-10 04:33:32,0,0,0,0,0,0,1,0,0,0,ACC0027,358093,['CROSS_BORDER'],0.25,LOW
TX004946,ACC0227,ACC0266,50000.0,2025-05-26 20:31:33,CARD,1,USA,UK,USA,USA,20,0,0,0,10.819798284210286,2025-05-20 21:01:34,516599.0,5.979155092592593,7,29,2025-05-20 21:01:34,0,0,0,0,1,0,1,0,1,0,ACC0227,805241,"['ROUND_NUMBER_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX004947,ACC0266,ACC0190,50000.0,2025-05-26 20:32:33,UPI,1,UK,USA,UK,UK,20,0,0,0,10.819798284210286,2025-05-22 17:03:30,358143.0,4.145173611111111,8,27,2025-05-22 17:03:30,0,0,0,0,1,0,1,0,1,0,ACC0266,270414,"['ROUND_NUMBER_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX000362,ACC0146,ACC0099,500.0,2025-05-26 22:38:30,CARD,0,India,UK,India,India,22,0,0,0,6.2166061010848646,,999999.0,11.5740625,3,15,,0,0,0,0,0,0,1,0,0,0,ACC0146,520107,['CROSS_BORDER'],0.25,LOW
TX001037,ACC0193,ACC0191,5000.0,2025-05-27 01:31:31,UPI,0,India,USA,India,India,1,1,0,1,8.517393171418904,2025-05-11 12:12:32,1343939.0,15.554849537037038,5,27,2025-05-11 12:12:32,0,0,0,0,0,1,1,0,1,0,ACC0193,909985,"['NIGHT_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX005432,ACC0170,ACC0117,50000.0,2025-05-27 01:51:34,CARD,1,USA,USA,USA,USA,1,1,0,1,10.819798284210286,2025-05-26 12:30:31,48063.0,0.5562847222222222,3,18,2025-05-26 12:30:31,0,0,0,0,1,1,0,0,0,0,ACC0170,561882,"['ROUND_NUMBER_TXN', 'NIGHT_TXN']",0.3,MEDIUM
TX005433,ACC0117,ACC0231,50000.0,2025-05-27 01:52:34,CARD,1,USA,UK,USA,USA,1,1,0,1,10.819798284210286,2025-05-24 14:17:34,214500.0,2.482638888888889,4,23,2025-05-24 14:17:34,0,0,0,0,1,1,1,0,0,0,ACC0117,1386837,"['ROUND_NUMBER_TXN', 'NIGHT_TXN', 'CROSS_BORDER']",0.55,HIGH
TX004600,ACC0206,ACC0225,25000.0,2025-05-27 01:56:33,CARD,0,UK,UK,UK,UK,1,1,0,1,10.12667110305036,2025-04-28 14:41:31,2459702.0,28.46877314814815,5,20,2025-04-28 14:41:31,0,0,0,0,1,1,0,0,1,0,ACC0206,1230121,"['ROUND_NUMBER_TXN', 'NIGHT_TXN', 'RECURRENT_PATTERN']",0.5,HIGH
TX003142,ACC0128,ACC0181,2000.0,2025-05-27 04:24:32,UPI,0,UK,UK,UK,UK,4,1,0,1,7.601402334583733,2025-05-23 14:52:34,307918.0,3.5638657407407406,6,40,2025-05-23 14:52:34,0,0,0,0,0,1,0,0,1,0,ACC0128,1027482,"['NIGHT_TXN', 'RECURRENT_PATTERN']",0.35,MEDIUM
TX002164,ACC0175,ACC0259,2000.0,2025-05-27 04:37:31,CARD,0,India,USA,India,India,4,1,0,1,7.601402334583733,2025-05-15 18:42:33,986098.0,11.413171296296296,4,32,2025-05-15 18:42:33,0,0,0,0,0,1,1,0,0,0,ACC0175,847739,"['NIGHT_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX001270,ACC0257,ACC0011,2000.0,2025-05-27 06:27:31,UPI,0,India,USA,India,India,6,1,0,0,7.601402334583733,2025-05-26 17:49:35,45476.0,0.5263425925925926,7,31,2025-05-26 17:49:35,0,0,0,0,0,0,1,0,1,0,ACC0257,1225146,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX004414,ACC0202,ACC0119,25000.0,2025-05-27 06:49:33,IMPS,0,USA,UK,USA,USA,6,1,0,0,10.12667110305036,2025-05-07 11:06:35,1712578.0,19.82150462962963,2,21,2025-05-07 11:06:35,0,0,0,0,1,0,1,0,0,0,ACC0202,968246,"['ROUND_NUMBER_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX006769,ACC0075,ACC0226,20000.0,2025-05-27 07:35:35,CARD,1,USA,India,UK,USA,7,1,0,0,9.90353755128617,2025-05-19 01:29:34,713161.0,8.25417824074074,1,43,2025-05-19 01:29:34,0,0,0,0,0,0,1,1,0,0,ACC0075,1080927,"['CROSS_BORDER', 'GEO_ANOMALY']",0.5,HIGH
TX004051,ACC0144,ACC0259,25000.0,2025-05-27 08:08:33,UPI,0,UK,USA,UK,UK,8,1,0,0,10.12667110305036,2025-05-22 11:14:31,420842.0,4.870856481481481,6,36,2025-05-22 11:14:31,0,0,0,0,1,0,1,0,1,0,ACC0144,439943,"['ROUND_NUMBER_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX003646,ACC0230,ACC0013,12000.0,2025-05-27 10:07:32,CARD,0,USA,USA,USA,USA,10,1,0,0,9.392745258631441,2025-05-15 19:08:31,1004341.0,11.62431712962963,4,15,2025-05-15 19:08:31,0,0,0,0,0,0,0,0,0,0,ACC0230,1289119,[],0.0,LOW
TX002370,ACC0070,ACC0268,25000.0,2025-05-27 11:48:32,UPI,0,India,UK,India,India,11,1,0,0,10.12667110305036,2025-04-04 15:39:30,4565342.0,52.83960648148148,2,19,2025-04-04 15:39:30,0,0,0,0,1,0,1,0,0,0,ACC0070,718590,"['ROUND_NUMBER_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX000734,ACC0212,ACC0071,25000.0,2025-05-27 13:02:31,UPI,0,USA,India,USA,USA,13,1,0,0,10.12667110305036,2025-05-11 20:56:34,1353957.0,15.670798611111111,3,19,2025-05-11 20:56:34,0,0,0,0,1,0,1,0,0,0,ACC0212,922499,"['ROUND_NUMBER_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX001614,ACC0260,ACC0086,500.0,2025-05-27 13:14:31,CARD,0,UK,UK,UK,UK,13,1,0,0,6.2166061010848646,2025-04-27 17:42:30,2575921.0,29.813900462962962,3,14,2025-04-27 17:42:30,0,0,0,0,0,0,0,0,0,0,ACC0260,326365,[],0.0,LOW
TX002489,ACC0057,ACC0281,2000.0,2025-05-27 22:12:32,UPI,0,USA,India,USA,USA,22,1,0,0,7.601402334583733,2025-05-03 13:12:32,2106000.0,24.375,5,19,2025-05-03 13:12:32,0,0,0,0,0,0,1,0,1,0,ACC0057,211628,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX000756,ACC0185,ACC0071,12000.0,2025-05-27 22:23:31,IMPS,0,UK,India,UK,UK,22,1,0,0,9.392745258631441,2025-05-25 14:52:34,199857.0,2.313159722222222,4,31,2025-05-25 14:52:34,0,0,0,0,0,0,1,0,0,0,ACC0185,407792,['CROSS_BORDER'],0.25,LOW
TX003502,ACC0214,ACC0042,5000.0,2025-05-28 00:44:32,IMPS,0,USA,UK,USA,USA,0,2,0,1,8.517393171418904,2025-05-23 11:03:33,394859.0,4.5701273148148145,10,29,2025-05-23 11:03:33,0,0,0,0,0,1,1,0,1,0,ACC0214,1288207,"['NIGHT_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX005418,ACC0190,ACC0226,50000.0,2025-05-28 02:43:34,CARD,1,USA,India,USA,USA,2,2,0,1,10.819798284210286,2025-05-23 20:34:34,367740.0,4.25625,3,18,2025-05-23 20:34:34,0,0,0,0,1,1,1,0,0,0,ACC0190,1073605,"['ROUND_NUMBER_TXN', 'NIGHT_TXN', 'CROSS_BORDER']",0.55,HIGH
TX005419,ACC0226,ACC0077,50000.0,2025-05-28 02:44:34,CARD,1,India,UK,India,India,2,2,0,1,10.819798284210286,2025-05-07 19:23:31,1754463.0,20.306284722222223,5,19,2025-05-07 19:23:31,0,0,0,0,1,1,1,0,1,0,ACC0226,967091,"['ROUND_NUMBER_TXN', 'NIGHT_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.75,CRITICAL
TX002684,ACC0000,ACC0109,25000.0,2025-05-28 04:03:32,CARD,0,USA,USA,USA,USA,4,2,0,1,10.12667110305036,2025-05-26 06:40:31,163381.0,1.8909837962962963,4,26,2025-05-26 06:40:31,0,0,0,0,1,1,0,0,0,0,ACC0000,252451,"['ROUND_NUMBER_TXN', 'NIGHT_TXN']",0.3,MEDIUM
TX002142,ACC0251,ACC0245,25000.0,2025-05-28 05:21:31,CARD,0,USA,UK,USA,USA,5,2,0,1,10.12667110305036,2025-03-30 07:06:30,5091301.0,58.92709490740741,4,19,2025-03-30 07:06:30,0,0,0,0,1,1,1,0,0,0,ACC0251,759927,"['ROUND_NUMBER_TXN', 'NIGHT_TXN', 'CROSS_BORDER']",0.55,HIGH
TX005362,ACC0118,ACC0037,50000.0,2025-05-28 09:35:33,IMPS,1,USA,USA,USA,USA,9,2,0,0,10.819798284210286,2025-04-05 03:42:30,4600383.0,53.24517361111111,5,25,2025-04-05 03:42:30,0,0,0,0,1,0,0,0,1,0,ACC0118,705056,"['ROUND_NUMBER_TXN', 'RECURRENT_PATTERN']",0.35,MEDIUM
TX005363,ACC0037,ACC0075,50000.0,2025-05-28 09:36:33,UPI,1,USA,USA,USA,USA,9,2,0,0,10.819798284210286,2025-05-02 10:54:34,2241719.0,25.94582175925926,11,47,2025-05-02 10:54:34,0,0,0,0,1,0,0,0,1,0,ACC0037,424470,"['ROUND_NUMBER_TXN', 'RECURRENT_PATTERN']",0.35,MEDIUM
TX003738,ACC0285,ACC0247,500.0,2025-05-28 10:09:33,CARD,0,India,India,India,India,10,2,0,0,6.2166061010848646,2025-05-15 18:03:34,1094759.0,12.67082175925926,5,32,2025-05-15 18:03:34,0,0,0,0,0,0,0,0,1,0,ACC0285,1310269,['RECURRENT_PATTERN'],0.2,LOW
TX006406,ACC0071,ACC0174,70000.0,2025-05-28 12:50:34,IMPS,1,India,USA,India,India,12,2,0,0,11.156264806643742,2025-05-24 10:48:32,352922.0,4.084745370370371,3,23,2025-05-24 10:48:32,0,0,0,0,0,0,1,0,0,0,ACC0071,1382729,['CROSS_BORDER'],0.25,LOW
TX003895,ACC0003,ACC0205,12000.0,2025-05-28 13:16:33,UPI,0,India,USA,India,India,13,2,0,0,9.392745258631441,2025-05-11 11:01:35,1476898.0,17.09372685185185,5,25,2025-05-11 11:01:35,0,0,0,0,0,0,1,0,1,0,ACC0003,213628,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX000464,ACC0000,ACC0017,5000.0,2025-05-28 14:38:30,UPI,0,USA,India,USA,USA,14,2,0,0,8.517393171418904,2025-05-28 04:03:32,38098.0,0.4409490740740741,5,26,2025-05-28 04:03:32,0,0,0,0,0,0,1,0,1,0,ACC0000,252451,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX003225,ACC0282,ACC0121,25000.0,2025-05-28 15:41:32,IMPS,0,India,USA,India,India,15,2,0,0,10.12667110305036,2025-04-19 10:01:35,3389997.0,39.23607638888889,3,18,2025-04-19 10:01:35,0,0,0,0,1,0,1,0,0,0,ACC0282,1336943,"['ROUND_NUMBER_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX000633,ACC0012,ACC0047,500.0,2025-05-28 17:14:31,UPI,0,USA,India,USA,USA,17,2,0,0,6.2166061010848646,2025-05-15 05:13:33,1166458.0,13.500671296296296,5,19,2025-05-15 05:13:33,0,0,0,0,0,0,1,0,1,0,ACC0012,1098490,"['CROSS_BORDER', 'RECURRENT_PATTERN']",0.45,MEDIUM
TX000872,ACC0245,ACC0232,5000.0,2025-05-28 18:11:31,IMPS,0,UK,UK,UK,UK,18,2,0,0,8.517393171418904,2025-05-06 06:33:34,1942677.0,22.4846875,6,28,2025-05-06 06:33:34,0,0,0,0,0,0,0,0,1,0,ACC0245,278220,['RECURRENT_PATTERN'],0.2,LOW
TX006074,ACC0104,ACC0109,10000.0,2025-05-28 19:17:34,IMPS,1,UK,USA,UK,UK,19,2,0,0,9.210440366976517,2025-05-25 07:31:35,301559.0,3.4902662037037038,1,22,2025-05-25 07:31:35,0,0,0,0,1,0,1,0,0,0,ACC0104,228677,"['ROUND_NUMBER_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX003444,ACC0031,ACC0103,500.0,2025-05-29 00:36:32,CARD,0,India,USA,India,India,0,3,0,1,6.2166061010848646,2025-04-23 06:38:33,3088679.0,35.74859953703704,4,18,2025-04-23 06:38:33,0,0,0,0,0,1,1,0,0,0,ACC0031,1254553,"['NIGHT_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX007073,ACC0037,ACC0068,30000.0,2025-05-29 03:25:35,IMPS,1,USA,India,USA,USA,3,3,0,1,10.308985993422082,2025-05-28 09:36:33,64142.0,0.7423842592592592,10,47,2025-05-28 09:36:33,0,0,0,0,0,1,1,0,1,0,ACC0037,424470,"['NIGHT_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX006344,ACC0103,ACC0162,70000.0,2025-05-29 03:47:34,CARD,1,USA,India,USA,USA,3,3,0,1,11.156264806643742,2025-04-18 21:22:32,3479102.0,40.26738425925926,1,19,2025-04-18 21:22:32,0,0,0,0,0,1,1,0,0,0,ACC0103,1118796,"['NIGHT_TXN', 'CROSS_BORDER']",0.4,MEDIUM
TX006210,ACC0013,ACC0227,50000.0,2025-05-29 03:49:34,IMPS,1,USA,USA,USA,USA,3,3,0,1,10.819798284210286,2025-05-25 14:53:34,305760.0,3.5388888888888888,9,51,2025-05-25 14:53:34,0,0,0,0,1,1,0,0,1,0,ACC0013,298810,"['ROUND_NUMBER_TXN', 'NIGHT_TXN', 'RECURRENT_PATTERN']",0.5,HIGH
TX003346,ACC0077,ACC0017,500.0,2025-05-29 04:22:32,UPI,0,UK,India,UK,UK,4,3,0,1,6.2166061010848646,2025-05-13 12:26:31,1353361.0,15.663900462962962,6,20,2025-05-13 12:26:31,0,0,0,0,0,1,1,0,1,0,ACC0077,714840,"['NIGHT_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.6,HIGH
TX005926,ACC0144,ACC0122,100000.0,2025-05-29 05:00:34,UPI,1,UK,UK,UK,UK,5,3,0,1,11.51293546492023,2025-05-27 08:08:33,161521.0,1.8694560185185185,5,36,2025-05-27 08:08:33,0,0,0,0,1,1,0,0,1,0,ACC0144,439943,"['ROUND_NUMBER_TXN', 'NIGHT_TXN', 'RECURRENT_PATTERN']",0.5,HIGH
TX005927,ACC0122,ACC0166,100000.0,2025-05-29 05:01:34,UPI,1,UK,USA,UK,UK,5,3,0,1,11.51293546492023,2025-04-27 20:22:33,2709541.0,31.36042824074074,13,43,2025-04-27 20:22:33,0,0,0,0,1,1,1,0,1,0,ACC0122,1030064,"['ROUND_NUMBER_TXN', 'NIGHT_TXN', 'CROSS_BORDER', 'RECURRENT_PATTERN']",0.75,CRITICAL
