transaction_id,from_account,to_account,amount,timestamp,channel,is_fraud,sender_country,receiver_country,login_country,registered_country
TX001278,ACC0020,ACC0075,5000.0,2026-01-20 06:16:31,UPI,0,UK,USA,UK,UK
TX001279,ACC0127,ACC0107,25000.0,2026-01-29 14:30:31,IMPS,0,USA,USA,USA,USA
TX001280,ACC0188,ACC0166,500.0,2025-04-01 21:55:31,CARD,0,USA,USA,USA,USA
TX001281,ACC0068,ACC0209,25000.0,2025-10-30 05:08:31,CARD,0,India,USA,India,India
TX001282,ACC0005,ACC0182,2000.0,2025-11-06 09:55:31,UPI,0,USA,UK,USA,USA
TX001283,ACC0275,ACC0298,500.0,2025-04-11 02:30:31,IMPS,0,USA,India,USA,USA
TX001284,ACC0282,ACC0105,12000.0,2025-12-07 04:54:31,UPI,0,India,UK,India,India
TX001285,ACC0297,ACC0202,2000.0,2025-08-13 07:25:31,CARD,0,India,USA,India,India
TX001286,ACC0222,ACC0188,2000.0,2025-07-27 12:40:31,UPI,0,USA,USA,USA,USA
TX001287,ACC0235,ACC0094,2000.0,2025-12-22 20:40:31,CARD,0,USA,USA,USA,USA
TX001288,ACC0092,ACC0144,500.0,2025-10-22 09:15:31,UPI,0,USA,UK,USA,USA
TX001289,ACC0201,ACC0096,500.0,2026-01-15 12:44:31,UPI,0,India,India,India,India
TX001290,ACC0232,ACC0206,500.0,2025-07-03 10:25:31,UPI,0,UK,UK,UK,UK
TX001291,ACC0051,ACC0193,12000.0,2026-03-19 11:19:31,UPI,0,UK,India,UK,UK
TX001292,ACC0022,ACC0067,2000.0,2026-02-15 07:02:31,CARD,0,India,UK,India,India
TX001293,ACC0006,ACC0004,500.0,2025-06-24 15:19:31,IMPS,0,USA,UK,USA,USA
TX001294,ACC0043,ACC0103,2000.0,2025-07-26 20:14:31,IMPS,0,India,USA,India,India
TX001295,ACC0083,ACC0157,5000.0,2025-07-27 10:56:31,UPI,0,UK,India,UK,UK
TX001296,ACC0278,ACC0136,25000.0,2026-01-25 14:19:31,UPI,0,UK,India,UK,UK
TX001297,ACC0052,ACC0278,5000.0,2026-02-04 22:15:31,IMPS,0,UK,UK,UK,UK
TX001298,ACC0072,ACC0000,2000.0,2026-03-17 07:44:31,IMPS,0,USA,USA,USA,USA
TX001299,ACC0075,ACC0180,5000.0,2025-12-03 17:47:31,CARD,0,USA,USA,USA,USA
TX001300,ACC0057,ACC0251,2000.0,2026-02-01 08:05:31,IMPS,0,USA,USA,USA,USA
TX001301,ACC0182,ACC0039,25000.0,2025-10-10 11:48:31,UPI,0,UK,India,UK,UK
TX001302,ACC0022,ACC0077,2000.0,2025-08-21 22:50:31,CARD,0,India,UK,India,India
TX001303,ACC0092,ACC0217,2000.0,2025-04-21 17:52:31,CARD,0,USA,USA,USA,USA
TX001304,ACC0146,ACC0178,500.0,2025-11-10 23:29:31,IMPS,0,India,USA,India,India
TX001305,ACC0135,ACC0039,500.0,2026-01-11 19:02:31,IMPS,0,UK,India,UK,UK
TX001306,ACC0075,ACC0199,12000.0,2025-07-28 13:04:31,CARD,0,USA,USA,USA,USA
TX001307,ACC0218,ACC0142,2000.0,2026-02-11 05:03:31,UPI,0,India,India,India,India
TX001308,ACC0197,ACC0180,5000.0,2025-07-19 01:41:31,CARD,0,UK,USA,UK,UK
TX001309,ACC0211,ACC0170,2000.0,2025-04-29 07:47:31,IMPS,0,UK,USA,UK,UK
TX001310,ACC0281,ACC0254,25000.0,2025-06-28 23:37:31,CARD,0,India,India,India,India
TX001311,ACC0117,ACC0196,500.0,2025-06-04 16:45:31,CARD,0,USA,UK,USA,USA
TX001312,ACC0295,ACC0112,500.0,2025-11-29 04:11:31,UPI,0,UK,India,UK,UK
TX001313,ACC0008,ACC0185,25000.0,2025-07-30 10:13:31,UPI,0,USA,UK,USA,USA
TX001314,ACC0030,ACC0178,5000.0,2026-01-17 05:42:31,UPI,0,India,USA,India,India
TX001315,ACC0282,ACC0215,2000.0,2025-12-12 08:08:31,CARD,0,India,USA,India,India
TX001316,ACC0070,ACC0060,2000.0,2025-09-16 16:10:31,CARD,0,India,India,India,India
TX001317,ACC0217,ACC0190,500.0,2025-04-04 11:29:31,CARD,0,USA,USA,USA,USA
TX001318,ACC0037,ACC0244,25000.0,2026-01-08 15:02:31,IMPS,0,USA,India,USA,USA
TX001319,ACC0072,ACC0040,2000.0,2026-02-18 14:35:31,IMPS,0,USA,USA,USA,USA
TX001320,ACC0076,ACC0093,12000.0,2026-01-16 15:38:31,CARD,0,UK,USA,UK,UK
TX001321,ACC0153,ACC0240,12000.0,2025-10-08 00:21:31,CARD,0,India,USA,India,India
TX001322,ACC0006,ACC0146,500.0,2026-01-09 13:15:31,CARD,0,USA,India,USA,USA
TX001323,ACC0016,ACC0088,25000.0,2026-01-06 14:46:31,IMPS,0,India,India,India,India
TX001324,ACC0232,ACC0283,5000.0,2025-06-09 22:52:31,CARD,0,UK,USA,UK,UK
TX001325,ACC0116,ACC0216,2000.0,2025-11-10 12:38:31,IMPS,0,India,USA,India,India
TX001326,ACC0064,ACC0108,12000.0,2025-05-17 13:57:31,IMPS,0,India,UK,India,India
TX001327,ACC0094,ACC0286,25000.0,2026-02-17 16:42:31,IMPS,0,USA,UK,USA,USA
TX001328,ACC0160,ACC0207,12000.0,2026-01-04 13:20:31,IMPS,0,UK,USA,UK,UK
TX001329,ACC0217,ACC0099,5000.0,2026-02-02 12:07:31,IMPS,0,USA,UK,USA,USA
TX001330,ACC0171,ACC0014,2000.0,2025-11-05 09:37:31,UPI,0,USA,USA,USA,USA
TX001331,ACC0033,ACC0108,25000.0,2026-03-24 05:59:31,CARD,0,India,UK,India,India
TX001332,ACC0103,ACC0016,2000.0,2025-11-12 12:35:31,CARD,0,USA,India,USA,USA
TX001333,ACC0022,ACC0288,12000.0,2026-03-06 13:51:31,UPI,0,India,UK,India,India
TX001334,ACC0158,ACC0004,5000.0,2025-11-05 02:39:31,UPI,0,USA,UK,USA,USA
TX001335,ACC0161,ACC0200,5000.0,2026-01-21 16:28:31,UPI,0,India,India,India,India
TX001336,ACC0169,ACC0208,25000.0,2026-02-05 22:20:31,UPI,0,UK,India,UK,UK
TX001337,ACC0012,ACC0195,12000.0,2025-06-02 13:53:31,UPI,0,USA,USA,USA,USA
TX001338,ACC0077,ACC0237,500.0,2025-05-13 12:26:31,UPI,0,UK,USA,UK,UK
TX001339,ACC0110,ACC0072,2000.0,2025-07-15 22:25:31,CARD,0,USA,USA,USA,USA
TX001340,ACC0267,ACC0174,12000.0,2026-01-21 04:53:31,IMPS,0,USA,USA,USA,USA
TX001341,ACC0220,ACC0020,12000.0,2025-11-27 08:32:31,CARD,0,UK,UK,UK,UK
TX001342,ACC0038,ACC0078,25000.0,2025-05-12 00:05:31,UPI,0,USA,UK,USA,USA
TX001343,ACC0073,ACC0158,25000.0,2026-02-13 00:05:31,IMPS,0,USA,USA,USA,USA
TX001344,ACC0160,ACC0086,5000.0,2026-01-06 12:54:31,CARD,0,UK,UK,UK,UK
TX001345,ACC0186,ACC0180,500.0,2026-02-21 09:26:31,IMPS,0,India,USA,India,India
TX001346,ACC0132,ACC0242,5000.0,2025-08-14 18:12:31,UPI,0,UK,UK,UK,UK
TX001347,ACC0063,ACC0291,12000.0,2026-03-09 03:17:31,IMPS,0,UK,India,UK,UK
TX001348,ACC0205,ACC0209,25000.0,2025-04-15 10:43:31,IMPS,0,USA,USA,USA,USA
TX001349,ACC0262,ACC0160,5000.0,2026-02-14 17:45:31,CARD,0,USA,UK,USA,USA
TX001350,ACC0230,ACC0134,500.0,2025-05-15 19:08:31,CARD,0,USA,UK,USA,USA
TX001351,ACC0125,ACC0287,500.0,2026-01-09 11:53:31,IMPS,0,India,USA,India,India
TX001352,ACC0081,ACC0291,12000.0,2026-02-20 07:47:31,IMPS,0,UK,India,UK,UK
TX001353,ACC0047,ACC0178,12000.0,2025-08-01 18:37:31,IMPS,0,India,USA,India,India
TX001354,ACC0055,ACC0043,2000.0,2026-02-02 02:22:31,IMPS,0,UK,India,UK,UK
TX001355,ACC0102,ACC0205,5000.0,2026-02-24 04:50:31,CARD,0,USA,USA,USA,USA
TX001356,ACC0248,ACC0108,12000.0,2026-01-30 06:42:31,UPI,0,UK,UK,UK,UK
TX001357,ACC0279,ACC0079,12000.0,2026-01-13 18:58:31,IMPS,0,UK,India,UK,UK
TX001358,ACC0290,ACC0016,25000.0,2025-09-16 13:12:31,IMPS,0,UK,India,UK,UK
TX001359,ACC0220,ACC0242,2000.0,2026-03-02 08:16:31,UPI,0,UK,UK,UK,UK
TX001360,ACC0216,ACC0138,5000.0,2025-05-08 10:06:31,UPI,0,USA,India,USA,USA
TX001361,ACC0035,ACC0140,12000.0,2026-02-16 05:16:31,CARD,0,India,USA,India,India
TX001362,ACC0231,ACC0214,25000.0,2025-12-09 17:14:31,IMPS,0,UK,USA,UK,UK
TX001363,ACC0094,ACC0027,500.0,2025-08-22 04:23:31,IMPS,0,USA,India,USA,USA
TX001364,ACC0084,ACC0101,5000.0,2025-08-26 23:41:31,CARD,0,UK,India,UK,UK
TX001365,ACC0082,ACC0223,5000.0,2025-04-08 20:47:31,UPI,0,India,UK,India,India
TX001366,ACC0287,ACC0101,500.0,2025-04-21 20:32:31,UPI,0,USA,India,USA,USA
TX001367,ACC0165,ACC0162,500.0,2026-01-11 00:12:31,UPI,0,India,India,India,India
TX001368,ACC0255,ACC0162,500.0,2025-04-18 01:55:31,CARD,0,USA,India,USA,USA
TX001369,ACC0001,ACC0230,2000.0,2025-05-09 00:31:31,CARD,0,India,USA,India,India
TX001370,ACC0049,ACC0018,2000.0,2025-12-23 01:27:31,CARD,0,India,India,India,India
TX001371,ACC0085,ACC0193,2000.0,2025-10-02 08:59:31,CARD,0,USA,India,USA,USA
TX001372,ACC0295,ACC0007,5000.0,2025-09-24 14:52:31,IMPS,0,UK,UK,UK,UK
TX001373,ACC0257,ACC0063,12000.0,2025-05-01 00:45:31,IMPS,0,India,UK,India,India
TX001374,ACC0180,ACC0277,12000.0,2025-07-05 05:04:31,UPI,0,USA,UK,USA,USA
TX001375,ACC0234,ACC0219,5000.0,2025-12-28 21:33:31,UPI,0,UK,USA,UK,UK
TX001376,ACC0277,ACC0223,12000.0,2025-11-03 17:27:31,CARD,0,UK,UK,UK,UK
TX001377,ACC0223,ACC0145,25000.0,2026-02-07 12:20:31,UPI,0,UK,UK,UK,UK
TX001378,ACC0045,ACC0008,25000.0,2025-08-31 11:40:31,CARD,0,UK,USA,UK,UK
TX001379,ACC0278,ACC0051,12000.0,2025-07-14 20:20:31,UPI,0,UK,UK,UK,UK
TX001380,ACC0148,ACC0215,2000.0,2025-12-05 00:36:31,IMPS,0,India,USA,India,India
TX001381,ACC0058,ACC0100,12000.0,2026-01-25 03:21:31,IMPS,0,USA,UK,USA,USA
TX001382,ACC0211,ACC0202,500.0,2025-09-19 07:39:31,IMPS,0,UK,USA,UK,UK
TX001383,ACC0137,ACC0135,5000.0,2025-08-28 17:56:31,UPI,0,USA,UK,USA,USA
TX001384,ACC0212,ACC0016,500.0,2026-03-16 10:21:31,IMPS,0,USA,India,USA,USA
TX001385,ACC0265,ACC0162,5000.0,2025-12-31 20:44:31,UPI,0,India,India,India,India
TX001386,ACC0284,ACC0200,2000.0,2025-05-17 18:46:31,UPI,0,USA,India,USA,USA
TX001387,ACC0295,ACC0219,2000.0,2025-05-08 02:25:31,UPI,0,UK,USA,UK,UK
TX001388,ACC0206,ACC0162,25000.0,2026-01-07 01:57:31,UPI,0,UK,India,UK,UK
TX001389,ACC0064,ACC0258,500.0,2025-05-09 20:21:31,IMPS,0,India,UK,India,India
TX001390,ACC0133,ACC0283,2000.0,2025-10-15 09:06:31,UPI,0,UK,USA,UK,UK
TX001391,ACC0013,ACC0223,500.0,2025-05-11 21:02:31,UPI,0,USA,UK,USA,USA
TX001392,ACC0278,ACC0040,25000.0,2025-09-15 14:24:31,CARD,0,UK,USA,UK,UK
TX001393,ACC0066,ACC0232,5000.0,2025-12-24 07:30:31,UPI,0,USA,UK,USA,USA
TX001394,ACC0152,ACC0099,25000.0,2025-11-23 15:22:31,IMPS,0,UK,UK,UK,UK
TX001395,ACC0133,ACC0026,5000.0,2026-02-15 10:31:31,UPI,0,UK,UK,UK,UK
TX001396,ACC0296,ACC0052,500.0,2025-08-05 20:04:31,UPI,0,India,UK,India,India
TX001397,ACC0072,ACC0144,5000.0,2025-12-27 13:07:31,IMPS,0,USA,UK,USA,USA
TX001398,ACC0185,ACC0106,12000.0,2026-02-05 23:21:31,UPI,0,UK,India,UK,UK
TX001399,ACC0211,ACC0037,12000.0,2025-05-13 12:58:31,CARD,0,UK,USA,UK,UK
TX001400,ACC0214,ACC0192,5000.0,2025-05-09 00:20:31,UPI,0,USA,India,USA,USA
TX001401,ACC0092,ACC0152,500.0,2025-12-27 17:35:31,CARD,0,USA,UK,USA,USA
TX001402,ACC0016,ACC0060,5000.0,2025-10-02 23:32:31,CARD,0,India,India,India,India
TX001403,ACC0279,ACC0002,2000.0,2025-07-04 15:55:31,UPI,0,UK,UK,UK,UK
TX001404,ACC0098,ACC0015,25000.0,2026-03-17 22:39:31,UPI,0,UK,UK,UK,UK
TX001405,ACC0110,ACC0186,500.0,2025-12-08 14:51:31,UPI,0,USA,India,USA,USA
TX001406,ACC0112,ACC0042,2000.0,2025-11-12 06:41:31,UPI,0,India,UK,India,India
TX001407,ACC0047,ACC0178,25000.0,2025-04-30 05:42:31,CARD,0,India,USA,India,India
TX001408,ACC0253,ACC0223,25000.0,2025-09-06 08:55:31,UPI,0,UK,UK,UK,UK
TX001409,ACC0101,ACC0143,12000.0,2026-02-04 20:21:31,CARD,0,India,USA,India,India
TX001410,ACC0159,ACC0084,2000.0,2025-07-23 01:15:31,IMPS,0,UK,UK,UK,UK
TX001411,ACC0216,ACC0139,5000.0,2025-05-15 11:33:31,IMPS,0,USA,USA,USA,USA
TX001412,ACC0219,ACC0102,25000.0,2025-09-30 03:14:31,CARD,0,USA,USA,USA,USA
TX001413,ACC0032,ACC0230,2000.0,2026-03-11 22:55:31,CARD,0,USA,USA,USA,USA
TX001414,ACC0209,ACC0150,25000.0,2025-05-02 22:49:31,IMPS,0,USA,UK,USA,USA
TX001415,ACC0015,ACC0058,2000.0,2025-10-15 01:21:31,UPI,0,UK,USA,UK,UK
TX001416,ACC0183,ACC0125,500.0,2025-12-08 17:48:31,IMPS,0,UK,India,UK,UK
TX001417,ACC0074,ACC0160,500.0,2026-03-25 04:27:31,UPI,0,India,UK,India,India
TX001418,ACC0168,ACC0109,12000.0,2025-06-12 04:14:31,UPI,0,USA,USA,USA,USA
TX001419,ACC0287,ACC0033,12000.0,2025-11-03 19:58:31,CARD,0,USA,India,USA,USA
TX001420,ACC0111,ACC0052,25000.0,2025-11-06 16:33:31,CARD,0,India,UK,India,India
TX001421,ACC0038,ACC0293,12000.0,2025-04-14 01:51:31,IMPS,0,USA,USA,USA,USA
TX001422,ACC0101,ACC0100,500.0,2025-07-20 00:09:31,IMPS,0,India,UK,India,India
TX001423,ACC0215,ACC0061,500.0,2025-08-10 09:33:31,IMPS,0,USA,India,USA,USA
TX001424,ACC0196,ACC0121,25000.0,2026-03-19 06:10:31,CARD,0,UK,USA,UK,UK
TX001425,ACC0294,ACC0002,12000.0,2025-11-04 10:18:31,IMPS,0,UK,UK,UK,UK
TX001426,ACC0018,ACC0273,25000.0,2026-03-09 04:30:31,UPI,0,India,UK,India,India
TX001427,ACC0035,ACC0240,500.0,2025-08-28 15:52:31,IMPS,0,India,USA,India,India
TX001428,ACC0162,ACC0177,12000.0,2026-02-16 21:22:31,IMPS,0,India,India,India,India
TX001429,ACC0252,ACC0024,12000.0,2025-10-27 16:42:31,IMPS,0,UK,UK,UK,UK
TX001430,ACC0062,ACC0191,25000.0,2026-02-05 14:57:31,UPI,0,USA,USA,USA,USA
TX001431,ACC0005,ACC0071,500.0,2025-10-14 16:25:31,IMPS,0,USA,India,USA,USA
TX001432,ACC0115,ACC0087,500.0,2025-12-21 15:14:31,IMPS,0,India,UK,India,India
TX001433,ACC0275,ACC0002,500.0,2025-11-17 14:04:31,UPI,0,USA,UK,USA,USA
TX001434,ACC0155,ACC0038,5000.0,2025-10-11 16:32:31,IMPS,0,UK,USA,UK,UK
TX001435,ACC0138,ACC0087,2000.0,2025-06-04 01:04:31,UPI,0,India,UK,India,India
TX001436,ACC0163,ACC0075,25000.0,2025-08-29 18:43:31,CARD,0,USA,USA,USA,USA
TX001437,ACC0062,ACC0267,25000.0,2025-11-25 20:41:31,CARD,0,USA,USA,USA,USA
TX001438,ACC0250,ACC0143,5000.0,2025-07-25 08:06:31,IMPS,0,UK,USA,UK,UK
TX001439,ACC0151,ACC0042,5000.0,2025-06-17 07:29:31,CARD,0,India,UK,India,India
TX001440,ACC0105,ACC0039,500.0,2025-07-19 13:58:31,UPI,0,UK,India,UK,UK
TX001441,ACC0110,ACC0239,12000.0,2025-12-23 00:05:31,IMPS,0,USA,UK,USA,USA
TX001442,ACC0106,ACC0270,25000.0,2025-10-20 05:26:31,IMPS,0,India,UK,India,India
TX001443,ACC0078,ACC0258,500.0,2026-01-22 07:13:31,IMPS,0,UK,UK,UK,UK
TX001444,ACC0197,ACC0231,25000.0,2025-07-10 08:22:31,IMPS,0,UK,UK,UK,UK
TX001445,ACC0096,ACC0035,5000.0,2025-08-25 09:28:31,IMPS,0,India,India,India,India
TX001446,ACC0295,ACC0052,2000.0,2025-08-05 11:24:31,UPI,0,UK,UK,UK,UK
TX001447,ACC0123,ACC0008,12000.0,2025-12-24 07:10:31,IMPS,0,USA,USA,USA,USA
TX001448,ACC0271,ACC0231,5000.0,2025-11-14 11:12:31,CARD,0,UK,UK,UK,UK
TX001449,ACC0043,ACC0181,12000.0,2025-12-11 10:46:31,CARD,0,India,UK,India,India
TX001450,ACC0220,ACC0260,5000.0,2026-03-02 00:54:31,IMPS,0,UK,UK,UK,UK
TX001451,ACC0050,ACC0025,12000.0,2025-08-25 08:53:31,UPI,0,USA,India,USA,USA
TX001452,ACC0206,ACC0090,25000.0,2025-11-07 22:33:31,IMPS,0,UK,USA,UK,UK
TX001453,ACC0265,ACC0221,500.0,2025-04-15 13:30:31,UPI,0,India,India,India,India
TX001454,ACC0056,ACC0112,500.0,2026-03-02 13:35:31,IMPS,0,India,India,India,India
TX001455,ACC0122,ACC0033,25000.0,2026-02-06 06:57:31,CARD,0,UK,India,UK,UK
TX001456,ACC0207,ACC0200,12000.0,2026-02-06 07:25:31,CARD,0,USA,India,USA,USA
TX001457,ACC0137,ACC0253,2000.0,2026-01-01 08:49:31,CARD,0,USA,UK,USA,USA
TX001458,ACC0147,ACC0001,500.0,2025-12-24 22:13:31,CARD,0,UK,India,UK,UK
TX001459,ACC0244,ACC0156,2000.0,2026-01-01 04:28:31,UPI,0,India,India,India,India
TX001460,ACC0085,ACC0095,5000.0,2025-08-08 11:11:31,CARD,0,USA,UK,USA,USA
TX001461,ACC0242,ACC0219,5000.0,2026-03-19 09:55:31,UPI,0,UK,USA,UK,UK
TX001462,ACC0087,ACC0004,25000.0,2025-09-29 23:34:31,UPI,0,UK,UK,UK,UK
TX001463,ACC0250,ACC0126,12000.0,2026-02-01 13:19:31,UPI,0,UK,USA,UK,UK
TX001464,ACC0290,ACC0148,2000.0,2025-07-03 23:01:31,UPI,0,UK,India,UK,UK
TX001465,ACC0048,ACC0051,5000.0,2025-10-09 00:40:31,CARD,0,USA,UK,USA,USA
TX001466,ACC0179,ACC0279,5000.0,2025-04-23 23:55:31,IMPS,0,India,UK,India,India
TX001467,ACC0234,ACC0006,5000.0,2025-10-25 16:50:31,CARD,0,UK,USA,UK,UK
TX001468,ACC0247,ACC0057,5000.0,2025-04-11 22:25:31,CARD,0,India,USA,India,India
TX001469,ACC0010,ACC0075,12000.0,2025-12-06 18:02:31,IMPS,0,India,USA,India,India
TX001470,ACC0254,ACC0015,2000.0,2025-06-06 15:27:31,IMPS,0,India,UK,India,India
TX001471,ACC0184,ACC0105,500.0,2025-12-20 02:31:31,UPI,0,UK,UK,UK,UK
TX001472,ACC0140,ACC0278,12000.0,2025-07-03 09:55:31,CARD,0,USA,UK,USA,USA
TX001473,ACC0178,ACC0169,12000.0,2025-06-01 01:54:31,IMPS,0,USA,UK,USA,USA
TX001474,ACC0097,ACC0021,25000.0,2025-07-05 16:50:31,CARD,0,UK,USA,UK,UK
TX001475,ACC0062,ACC0221,12000.0,2025-06-12 03:53:31,UPI,0,USA,India,USA,USA
TX001476,ACC0004,ACC0255,2000.0,2025-08-02 18:02:31,CARD,0,UK,USA,UK,UK
TX001477,ACC0148,ACC0285,2000.0,2025-10-24 23:53:31,UPI,0,India,India,India,India
TX001478,ACC0150,ACC0007,12000.0,2026-03-09 08:53:31,CARD,0,UK,UK,UK,UK
TX001479,ACC0063,ACC0027,12000.0,2025-10-24 14:44:31,IMPS,0,UK,India,UK,UK
TX001480,ACC0000,ACC0025,5000.0,2026-01-18 03:15:31,IMPS,0,USA,India,USA,USA
TX001481,ACC0257,ACC0287,2000.0,2026-02-12 16:54:31,UPI,0,India,USA,India,India
TX001482,ACC0100,ACC0221,25000.0,2026-02-16 05:57:31,UPI,0,UK,India,UK,UK
TX001483,ACC0242,ACC0181,2000.0,2025-04-15 18:47:31,IMPS,0,UK,UK,UK,UK
TX001484,ACC0204,ACC0050,5000.0,2025-10-25 19:52:31,UPI,0,USA,USA,USA,USA
TX001485,ACC0288,ACC0223,5000.0,2025-06-06 10:28:31,UPI,0,UK,UK,UK,UK
TX001486,ACC0128,ACC0069,12000.0,2025-06-19 08:52:31,IMPS,0,UK,USA,UK,UK
TX001487,ACC0043,ACC0152,25000.0,2025-05-12 00:37:31,UPI,0,India,UK,India,India
TX001488,ACC0192,ACC0223,500.0,2026-01-17 22:43:31,CARD,0,India,UK,India,India
TX001489,ACC0160,ACC0257,5000.0,2025-08-02 03:44:31,IMPS,0,UK,India,UK,UK
TX001490,ACC0215,ACC0210,12000.0,2026-03-14 22:10:31,IMPS,0,USA,USA,USA,USA
TX001491,ACC0045,ACC0071,25000.0,2025-10-26 07:34:31,CARD,0,UK,India,UK,UK
TX001492,ACC0191,ACC0065,25000.0,2025-06-23 20:15:31,IMPS,0,USA,UK,USA,USA
TX001493,ACC0027,ACC0201,2000.0,2025-09-03 18:11:31,IMPS,0,India,India,India,India
TX001494,ACC0265,ACC0235,500.0,2026-02-14 13:54:31,CARD,0,India,USA,India,India
TX001495,ACC0054,ACC0170,25000.0,2026-02-08 05:35:31,IMPS,0,India,USA,India,India
TX001496,ACC0169,ACC0031,500.0,2025-06-02 17:39:31,CARD,0,UK,India,UK,UK
TX001497,ACC0027,ACC0104,25000.0,2026-01-14 21:24:31,IMPS,0,India,UK,India,India
TX001498,ACC0069,ACC0114,2000.0,2025-10-25 18:52:31,CARD,0,USA,India,USA,USA
TX001499,ACC0003,ACC0248,25000.0,2025-04-11 09:04:31,UPI,0,India,UK,India,India
TX001500,ACC0000,ACC0078,25000.0,2026-01-26 23:05:31,UPI,0,USA,UK,USA,USA
TX001501,ACC0104,ACC0053,12000.0,2026-03-16 22:43:31,IMPS,0,UK,UK,UK,UK
TX001502,ACC0028,ACC0062,5000.0,2025-09-03 00:00:31,UPI,0,India,USA,India,India
TX001503,ACC0279,ACC0133,25000.0,2025-04-15 00:17:31,CARD,0,UK,UK,UK,UK
TX001504,ACC0063,ACC0221,2000.0,2025-05-08 15:00:31,UPI,0,UK,India,UK,UK
TX001505,ACC0123,ACC0087,25000.0,2025-04-04 21:59:31,IMPS,0,USA,UK,USA,USA
TX001506,ACC0245,ACC0148,5000.0,2025-04-22 11:34:31,IMPS,0,UK,India,UK,UK
TX001507,ACC0188,ACC0140,12000.0,2025-09-12 16:20:31,UPI,0,USA,USA,USA,USA
TX001508,ACC0237,ACC0213,12000.0,2026-01-13 14:53:31,IMPS,0,USA,UK,USA,USA
TX001509,ACC0061,ACC0288,12000.0,2026-03-23 20:52:31,UPI,0,India,UK,India,India
TX001510,ACC0227,ACC0021,5000.0,2026-01-17 00:15:31,CARD,0,USA,USA,USA,USA
TX001511,ACC0234,ACC0141,500.0,2026-01-07 03:39:31,CARD,0,UK,USA,UK,UK
TX001512,ACC0107,ACC0178,25000.0,2025-09-10 23:07:31,UPI,0,USA,USA,USA,USA
TX001513,ACC0077,ACC0180,25000.0,2025-10-07 00:26:31,UPI,0,UK,USA,UK,UK
TX001514,ACC0142,ACC0155,12000.0,2026-02-22 18:41:31,IMPS,0,India,UK,India,India
TX001515,ACC0241,ACC0092,25000.0,2025-03-31 22:22:31,CARD,0,USA,USA,USA,USA
TX001516,ACC0269,ACC0132,2000.0,2025-04-06 04:34:31,CARD,0,UK,UK,UK,UK
TX001517,ACC0178,ACC0299,25000.0,2025-09-04 13:09:31,UPI,0,USA,UK,USA,USA
TX001518,ACC0081,ACC0118,500.0,2025-04-23 11:40:31,CARD,0,UK,USA,UK,UK
TX001519,ACC0243,ACC0165,2000.0,2025-11-28 11:14:31,UPI,0,USA,India,USA,USA
TX001520,ACC0196,ACC0215,500.0,2026-02-25 19:55:31,UPI,0,UK,USA,UK,UK
TX001521,ACC0019,ACC0037,12000.0,2025-09-18 19:31:31,UPI,0,UK,USA,UK,UK
TX001522,ACC0089,ACC0164,500.0,2025-04-06 00:47:31,UPI,0,UK,USA,UK,UK
TX001523,ACC0293,ACC0284,2000.0,2025-12-19 06:40:31,IMPS,0,USA,USA,USA,USA
TX001524,ACC0146,ACC0115,2000.0,2026-01-06 01:19:31,CARD,0,India,India,India,India
TX001525,ACC0098,ACC0044,25000.0,2026-03-16 18:29:31,UPI,0,UK,USA,UK,UK
TX001526,ACC0104,ACC0017,2000.0,2026-03-27 03:22:31,IMPS,0,UK,India,UK,UK
TX001527,ACC0290,ACC0279,500.0,2025-10-06 09:28:31,CARD,0,UK,UK,UK,UK
TX001528,ACC0270,ACC0254,2000.0,2025-12-12 20:19:31,IMPS,0,UK,India,UK,UK
TX001529,ACC0256,ACC0180,5000.0,2025-05-16 21:17:31,UPI,0,USA,USA,USA,USA
TX001530,ACC0034,ACC0224,12000.0,2025-05-13 02:16:31,UPI,0,UK,India,UK,UK
TX001531,ACC0291,ACC0040,2000.0,2025-07-08 06:05:31,UPI,0,India,USA,India,India
TX001532,ACC0255,ACC0118,500.0,2025-05-25 21:50:31,UPI,0,USA,USA,USA,USA
TX001533,ACC0114,ACC0148,5000.0,2025-09-10 16:49:31,UPI,0,India,India,India,India
TX001534,ACC0080,ACC0147,500.0,2025-06-28 20:56:31,CARD,0,India,UK,India,India
TX001535,ACC0256,ACC0159,12000.0,2025-05-17 13:37:31,CARD,0,USA,UK,USA,USA
TX001536,ACC0056,ACC0298,12000.0,2025-11-14 19:10:31,UPI,0,India,India,India,India
TX001537,ACC0173,ACC0215,5000.0,2025-12-17 04:15:31,UPI,0,USA,USA,USA,USA
TX001538,ACC0071,ACC0104,25000.0,2025-10-11 17:13:31,UPI,0,India,UK,India,India
TX001539,ACC0120,ACC0252,500.0,2025-06-13 19:27:31,UPI,0,India,UK,India,India
TX001540,ACC0177,ACC0036,12000.0,2025-05-26 15:32:31,UPI,0,India,India,India,India
TX001541,ACC0282,ACC0245,2000.0,2025-11-10 16:09:31,UPI,0,India,UK,India,India
TX001542,ACC0018,ACC0254,25000.0,2025-12-03 18:49:31,IMPS,0,India,India,India,India
TX001543,ACC0244,ACC0155,2000.0,2026-03-19 14:10:31,UPI,0,India,UK,India,India
TX001544,ACC0273,ACC0194,500.0,2025-06-20 00:08:31,IMPS,0,UK,India,UK,UK
TX001545,ACC0193,ACC0064,12000.0,2025-04-04 01:36:31,UPI,0,India,India,India,India
